"","gene","subclass_label","class_label","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"699","LY6E","Endothelial","Non-neuronal",2.26324235135609e-09,2.61768242578463,0.32,0.378,0.000113798088668535
"700","FLNB","Endothelial","Non-neuronal",2.51239890795447e-09,3.03778529697297,0.7,0.63,0.000126325929490859
"701","LAMB2","Endothelial","Non-neuronal",2.98337090237265e-09,3.23939886678607,0.36,0.082,0.000150006872342199
"702","MGST2","Endothelial","Non-neuronal",3.13902293491017e-09,2.92961921367198,0.44,0.348,0.000157833212190218
"703","GRASP","Endothelial","Non-neuronal",3.31636768298855e-09,3.87132419500731,0.42,0.154,0.000166750283468347
"704","MT1E","Endothelial","Non-neuronal",4.64413493878139e-09,3.28504841515736,0.36,0.074,0.000233511748856867
"705","NOD1","Endothelial","Non-neuronal",4.8843007515047e-09,4.28877439157265,0.36,0.177,0.000245587526086408
"706","DDX60L","Endothelial","Non-neuronal",5.02154149595736e-09,3.91018002442092,0.42,0.248,0.000252488127958232
"707","ACTN4","Endothelial","Non-neuronal",5.06909231034739e-09,3.24435718187706,0.72,0.549,0.000254879030456577
"708","SGPP2","Endothelial","Non-neuronal",5.75129095311092e-09,4.01102661454645,0.62,0.393,0.00028918066041337
"709","TRPM6","Endothelial","Non-neuronal",6.67781775933808e-09,3.5907936803202,0.42,0.318,0.000335767354757278
"710","ZNF423","Endothelial","Non-neuronal",7.52940818093882e-09,2.67468327846335,0.7,0.45,0.000378586172745785
"711","BBS9","Endothelial","Non-neuronal",8.63178975587848e-09,2.63354018589278,0.92,0.878,0.000434015020715326
"712","SPOCK2","Endothelial","Non-neuronal",9.5384352204786e-09,2.66152774459853,0.8,0.669,0.000479602061320885
"713","RELL1","Endothelial","Non-neuronal",1.21597858701869e-08,2.65333930191577,0.64,0.32,0.000611406193338869
"714","STXBP6","Endothelial","Non-neuronal",1.32735533401654e-08,2.6685371685374,0.74,0.464,0.000667407535496858
"715","SHROOM2","Endothelial","Non-neuronal",1.35023470791695e-08,3.63436195010876,0.7,0.635,0.000678911513487722
"716","TSPAN14","Endothelial","Non-neuronal",1.50507062673017e-08,3.38490012464966,0.56,0.376,0.000756764561826197
"717","PARVB","Endothelial","Non-neuronal",1.91937592076569e-08,3.12921559667988,0.7,0.535,0.000965081406720198
"718","ACER2","Endothelial","Non-neuronal",2.13891288734433e-08,3.9546292387228,0.5,0.276,0.0010754667888856
"719","PRKX","Endothelial","Non-neuronal",2.19469498862604e-08,3.11784437700269,0.54,0.365,0.00110351458723106
"720","LAPTM4A","Endothelial","Non-neuronal",2.28510696268924e-08,2.80874669235992,0.46,0.372,0.00114897463190978
"721","ARAP3","Endothelial","Non-neuronal",2.64019704284568e-08,3.97659689369409,0.36,0.149,0.00132751747511323
"722","RAPGEF1","Endothelial","Non-neuronal",2.88084303150195e-08,3.07367560735471,0.82,0.705,0.00144851668466949
"723","NEDD4","Endothelial","Non-neuronal",3.61625250628598e-08,3.10170641285336,0.68,0.45,0.00181828792268566
"724","PLCB4","Endothelial","Non-neuronal",4.04908788578895e-08,2.81035438065343,0.8,0.762,0.00203592187985354
"725","KLF3","Endothelial","Non-neuronal",4.94333178606043e-08,3.20168303752767,0.5,0.336,0.00248555665534904
"726","SLC5A6","Endothelial","Non-neuronal",5.07649591391265e-08,4.05244942771299,0.42,0.23,0.00255251291047442
"727","LINC00472","Endothelial","Non-neuronal",6.04661891891306e-08,3.28502874924578,0.44,0.197,0.00304030045861868
"728","SNED1","Endothelial","Non-neuronal",8.14866387763829e-08,2.59629076941448,0.58,0.359,0.00409722968431531
"729","HSPA1B","Endothelial","Non-neuronal",9.93017411964295e-08,3.81637645861097,0.42,0.128,0.00499299084909767
"730","NOTCH1","Endothelial","Non-neuronal",1.06836831899978e-07,2.96067635970881,0.38,0.12,0.00537186274476277
"731","ZC3HAV1","Endothelial","Non-neuronal",1.14236901844394e-07,2.92447496137361,0.46,0.266,0.00574394566163798
"732","CPAMD8","Endothelial","Non-neuronal",1.18412527276518e-07,3.33243290167204,0.52,0.45,0.00595390028399062
"733","EPB41L4A","Endothelial","Non-neuronal",1.22641594453013e-07,3.07581554401005,0.58,0.527,0.00616654201069195
"734","TMEM2","Endothelial","Non-neuronal",1.71055614966522e-07,3.19588582823339,0.6,0.456,0.00860084737613168
"735","SPRY3","Endothelial","Non-neuronal",1.71382929806463e-07,3.20973047728479,0.54,0.352,0.00861730509359878
"736","CNKSR3","Endothelial","Non-neuronal",1.80225908771358e-07,3.23616883708818,0.48,0.412,0.00906193891893268
"737","ZBTB46","Endothelial","Non-neuronal",2.76367344697203e-07,2.91520636481728,0.58,0.441,0.0138960264587201
"738","B4GALT1","Endothelial","Non-neuronal",3.06353064098572e-07,3.1049579311219,0.36,0.17,0.0154037384159403
"739","PELI1","Endothelial","Non-neuronal",3.06691477595805e-07,3.17152904475401,0.4,0.406,0.0154207541849946
"740","RHOBTB1","Endothelial","Non-neuronal",3.66075468631575e-07,2.81788087343835,0.5,0.437,0.0184066406382642
"741","TMC7","Endothelial","Non-neuronal",3.88332974325819e-07,2.6098064184485,0.6,0.581,0.0195257702820765
"742","IL4R","Endothelial","Non-neuronal",4.13105745211554e-07,2.55245482908088,0.36,0.205,0.0207713699749822
"743","INSR","Endothelial","Non-neuronal",4.17489591307213e-07,2.57856468300785,0.9,0.929,0.020991794140518
"744","MX1","Endothelial","Non-neuronal",4.50120228087844e-07,2.84824924098727,0.36,0.206,0.0226324951884849
"745","USP6NL","Endothelial","Non-neuronal",4.62802071839865e-07,2.76619193046784,0.6,0.493,0.0232701509741803
"746","DAB2","Endothelial","Non-neuronal",4.95006972697754e-07,2.7966651920523,0.42,0.31,0.0248894455942158
"747","DAB2IP","Endothelial","Non-neuronal",4.97279637760335e-07,2.90578340801701,0.78,0.669,0.0250037174662274
"748","MYL12B","Endothelial","Non-neuronal",4.98551707959223e-07,2.71960025862155,0.54,0.433,0.0250676784278977
"749","LEPR","Endothelial","Non-neuronal",5.51235964934542e-07,2.97908284877122,0.66,0.526,0.0277166955528737
"750","NAMPT","Endothelial","Non-neuronal",6.3842765141945e-07,3.19751185641868,0.54,0.47,0.0321007807410214
"751","STAT1","Endothelial","Non-neuronal",9.51227465164831e-07,3.21311409953005,0.46,0.32,0.0478286681759529
"752","FAM122B","Endothelial","Non-neuronal",9.53180896157728e-07,2.95216494610508,0.18,0.382,0.0479268886397067
"753","PRKY","Endothelial","Non-neuronal",9.61645794950092e-07,3.10821468563842,0.48,0.363,0.0483525122158856
"754","SEC14L1","Endothelial","Non-neuronal",1.00604433780424e-06,2.89065391164072,0.6,0.601,0.0505849153491352
"755","MYO1C","Endothelial","Non-neuronal",1.57715274862273e-06,3.3974291266198,0.36,0.234,0.0793008173534997
"756","PPFIBP1","Endothelial","Non-neuronal",1.63631542252057e-06,2.5203804517366,0.74,0.698,0.0822755757597567
"757","PPARD","Endothelial","Non-neuronal",1.75018832941304e-06,2.87375218636522,0.56,0.567,0.0880012193912169
"758","SDCBP","Endothelial","Non-neuronal",1.84030815317348e-06,2.9373673732659,0.54,0.491,0.0925325342497156
"759","LAMA5","Endothelial","Non-neuronal",2.00038244646087e-06,2.8598650313202,0.4,0.338,0.100581229790499
"760","FAT4","Endothelial","Non-neuronal",2.16839524220072e-06,3.35269492226605,0.44,0.242,0.109029081173094
"761","PLXND1","Endothelial","Non-neuronal",2.23758554701774e-06,3.07737420038884,0.36,0.138,0.112508038889599
"762","KANK3","Endothelial","Non-neuronal",2.65567921594868e-06,3.12087085696112,0.48,0.284,0.133530206657116
"763","ARHGAP18","Endothelial","Non-neuronal",3.37094222788885e-06,3.26285036121924,0.46,0.324,0.169494346160479
"764","RNF19A","Endothelial","Non-neuronal",3.56214956987919e-06,2.54612904176781,0.68,0.677,0.179108442523095
"765","NRP2","Endothelial","Non-neuronal",3.92661345987137e-06,3.50166207644877,0.44,0.209,0.197434051375792
"766","WWC2","Endothelial","Non-neuronal",3.95487055350572e-06,2.5138414077731,0.76,0.694,0.198854846300821
"767","SMURF2","Endothelial","Non-neuronal",4.00021000659125e-06,2.50855120092052,0.72,0.711,0.201134559341415
"768","ZNF329","Endothelial","Non-neuronal",4.35880979372306e-06,2.54959502775437,0.18,0.371,0.219165315238189
"769","FAXDC2","Endothelial","Non-neuronal",5.6859094545145e-06,2.5444861927289,0.46,0.344,0.285893213282444
"770","MARK2","Endothelial","Non-neuronal",6.11154555055893e-06,2.55440321397688,0.18,0.523,0.307294621827653
"771","BNIP2","Endothelial","Non-neuronal",7.06741553134854e-06,2.95722126566424,0.34,0.355,0.355356720331736
"772","TCF7L1","Endothelial","Non-neuronal",7.32912793902068e-06,2.82472070022381,0.6,0.531,0.368515881901899
"773","ACSL5","Endothelial","Non-neuronal",1.06131424533819e-05,4.07574975227094,0.42,0.212,0.533639415698498
"774","SP140L","Endothelial","Non-neuronal",1.0623779304276e-05,2.93057935867337,0.36,0.189,0.534174247198299
"775","RAP1B","Endothelial","Non-neuronal",1.14275272883192e-05,2.66019789698111,0.72,0.543,0.574587499583978
"776","IFNAR2","Endothelial","Non-neuronal",1.23987573356241e-05,2.78635836489822,0.56,0.46,0.623421917592518
"777","PPAP2A","Endothelial","Non-neuronal",1.44900523230918e-05,2.52307561014992,0.72,0.735,0.728574320857378
"778","COPS2","Endothelial","Non-neuronal",1.66430338050536e-05,2.53401830474734,0.2,0.377,0.836828382751899
"779","PLSCR1","Endothelial","Non-neuronal",1.74544746211372e-05,2.9474899554655,0.46,0.212,0.877628438425398
"780","ADAMTS6","Endothelial","Non-neuronal",1.96980277685919e-05,2.53239419592056,0.52,0.562,0.990436534232568
"781","MAP3K1","Endothelial","Non-neuronal",2.08755992959499e-05,2.93600121674389,0.52,0.394,1
"782","TMPO","Endothelial","Non-neuronal",2.93031753954327e-05,3.04087131277403,0.38,0.255,1
"783","IKBKB","Endothelial","Non-neuronal",3.17803025663701e-05,2.51389207415799,0.7,0.466,1
"784","RPSAP58","Endothelial","Non-neuronal",3.27097426605028e-05,2.91905180362373,0.46,0.387,1
"785","LAP3","Endothelial","Non-neuronal",4.02278640477304e-05,2.86371119063768,0.44,0.327,1
"786","LEPROT","Endothelial","Non-neuronal",4.04448929787148e-05,2.66473860869065,0.36,0.216,1
"787","C2CD2","Endothelial","Non-neuronal",4.28009057237267e-05,2.55114416511682,0.52,0.421,1
"788","KCTD12","Endothelial","Non-neuronal",5.31991607430237e-05,2.7458984914106,0.38,0.149,1
"789","SKAP1","Endothelial","Non-neuronal",5.40662354785636e-05,4.38736971457328,0.46,0.536,1
"790","GCH1","Endothelial","Non-neuronal",6.04510550335959e-05,4.22538039316875,0.42,0.335,1
"791","CDYL2","Endothelial","Non-neuronal",6.67837195359808e-05,2.73972197065948,0.54,0.507,1
"792","HSPG2","Endothelial","Non-neuronal",7.82962994416474e-05,3.45424524796432,0.46,0.314,1
"793","TRIOBP","Endothelial","Non-neuronal",7.90405955432842e-05,2.51509591594581,0.5,0.358,1
"794","BFAR","Endothelial","Non-neuronal",7.94095654499745e-05,2.84890197465465,0.26,0.423,1
"795","ROR1","Endothelial","Non-neuronal",9.4191439179838e-05,3.15157592545883,0.4,0.429,1
"796","SYPL1","Endothelial","Non-neuronal",0.000101842741069559,2.89625592579016,0.38,0.192,1
"797","SWAP70","Endothelial","Non-neuronal",0.000107700257574405,2.61943528111802,0.6,0.479,1
"798","IQGAP1","Endothelial","Non-neuronal",0.000108368580268657,2.55141248912903,0.84,0.652,1
"799","ATP7B","Endothelial","Non-neuronal",0.00012211453542732,2.74219147166888,0.38,0.377,1
"800","RGCC","Endothelial","Non-neuronal",0.000125192015458958,2.74170275271415,0.4,0.208,1
"801","SLC7A5P2","Endothelial","Non-neuronal",0.000128210796561429,2.60598435078935,0.42,0.286,1
"802","IFI6","Endothelial","Non-neuronal",0.000132366434662196,2.78379364467818,0.52,0.312,1
"803","RUNDC3B","Endothelial","Non-neuronal",0.000162040443343938,2.58619698849102,0.84,0.68,1
"804","ELN","Endothelial","Non-neuronal",0.000229770515826852,2.81167277854867,0.52,0.375,1
"805","NHSL2","Endothelial","Non-neuronal",0.000260117209795917,2.79607260196283,0.44,0.409,1
"806","MLKL","Endothelial","Non-neuronal",0.000321223332085787,2.64102493985371,0.4,0.196,1
"807","CHSY1","Endothelial","Non-neuronal",0.000381273356628728,2.83193604832213,0.38,0.355,1
"808","PRR5L","Endothelial","Non-neuronal",0.000439366031313123,2.69600891216588,0.36,0.225,1
"809","HPCAL1","Endothelial","Non-neuronal",0.000596742290365006,2.57097164464844,0.5,0.395,1
"810","MLLT1","Endothelial","Non-neuronal",0.000856411067627131,2.85012198190981,0.4,0.324,1
"811","FZD6","Endothelial","Non-neuronal",0.00136600922532641,2.50833485728176,0.4,0.302,1
"812","BEND7","Endothelial","Non-neuronal",0.00140787795697411,3.32831562991482,0.38,0.251,1
"813","PAK4","Endothelial","Non-neuronal",0.00196975218273231,3.21925130664657,0.4,0.284,1
"814","BCR","Endothelial","Non-neuronal",0.00241345614387539,2.78451840771171,0.4,0.444,1
"815","PRSS23","Endothelial","Non-neuronal",0.00261715389153623,2.57936950604264,0.7,0.604,1
"816","GFOD1","Endothelial","Non-neuronal",0.00280278353036041,2.92361576428628,0.78,0.713,1
"817","CLYBL","Endothelial","Non-neuronal",0.0029588422840943,2.82389565802986,0.52,0.56,1
"818","DLEU1","Endothelial","Non-neuronal",0.00342123316127637,2.7777331401514,0.4,0.467,1
"819","TUBA1C","Endothelial","Non-neuronal",0.00366011155749067,3.6057506585999,0.54,0.482,1
"820","FAM174B","Endothelial","Non-neuronal",0.00377718567873015,2.63216839037282,0.7,0.641,1
"821","SLC3A2","Endothelial","Non-neuronal",0.00413505049008925,2.83812607817044,0.54,0.569,1
"822","CD109","Endothelial","Non-neuronal",0.00455993563982372,3.88723352724741,0.42,0.34,1
"823","ZDHHC2","Endothelial","Non-neuronal",0.00470970994817617,2.58795479725247,0.36,0.369,1
"824","GATAD2A","Endothelial","Non-neuronal",0.00559740221634777,2.7160589282708,0.56,0.584,1
"825","LOC101928516","Endothelial","Non-neuronal",0.00560699030528113,4.00406238521915,0.58,0.663,1
"826","DENND3","Endothelial","Non-neuronal",0.00678238749596459,2.53442138005762,0.46,0.526,1
"827","SLC16A2","Endothelial","Non-neuronal",0.00717616088525542,2.64842610575918,0.36,0.425,1
"828","RBM20","Endothelial","Non-neuronal",0.00806425661898828,2.66034193004498,0.26,0.362,1
"829","LOC105374524","IT","Glutamatergic",3.38349554324622e-35,5.4733481917822,0.56,0.231,1.70125539409963e-30
"830","ADAMTS3","IT","Glutamatergic",3.45936389062866e-30,4.05931837240426,0.74,0.342,1.739402757847e-25
"831","LY86-AS1","IT","Glutamatergic",3.73430027594488e-30,3.23959390835261,0.88,0.31,1.87764352174784e-25
"832","LINCR-0002","IT","Glutamatergic",3.43732193069588e-27,4.04836115777159,0.72,0.204,1.72831983997319e-22
"833","LINC01478","IT","Glutamatergic",5.44759050735641e-26,4.18626024732418,0.58,0.345,2.73910298300388e-21
"834","LOC105371832","IT","Glutamatergic",5.76326842660027e-24,4.24665444851877,0.82,0.423,2.89782899757888e-19
"835","MLIP","IT","Glutamatergic",1.8393776595694e-23,2.60079507719362,0.98,0.456,9.2485748100809e-19
"836","FSTL4","IT","Glutamatergic",2.51585024362081e-23,2.74388515929845,0.96,0.611,1.26499466099498e-18
"837","LOC101929507","IT","Glutamatergic",3.24603561575672e-22,3.99823855305258,0.66,0.233,1.63213916795864e-17
"838","LOC284930","IT","Glutamatergic",8.97604309391544e-22,2.60436459978654,0.88,0.399,4.51324422805162e-17
"839","LOC105373896","IT","Glutamatergic",9.01849957060218e-21,2.63258372567876,0.82,0.205,4.53459176909448e-16
"840","LOC105373893","IT","Glutamatergic",2.89205878901095e-20,2.57058013889812,0.82,0.399,1.45415607970259e-15
"841","LOC105375159","IT","Glutamatergic",9.10235021144067e-20,3.27181327362196,0.7,0.26,4.57675270981448e-15
"842","LINC01378","IT","Glutamatergic",4.0720523878116e-19,3.47009996507946,0.68,0.414,2.04746866111555e-14
"843","LOC101927871","IT","Glutamatergic",1.00231517240106e-18,4.43783849838729,0.52,0.068,5.03974091834978e-14
"844","LOC105378030","IT","Glutamatergic",1.01050802980326e-18,2.78990308933705,0.72,0.164,5.08093542465379e-14
"845","NIPAL2","IT","Glutamatergic",6.14842260919134e-18,2.73653577027642,0.88,0.285,3.0914883721275e-13
"846","LOC101927880","IT","Glutamatergic",1.61086584398879e-17,2.90789259238789,0.68,0.192,8.09959455016005e-13
"847","LOC105370610","IT","Glutamatergic",1.89362214494586e-17,3.38172535366881,0.78,0.342,9.52132150700228e-13
"848","LINC01202","IT","Glutamatergic",4.06282562317177e-16,3.28737026190032,0.58,0.192,2.042829351587e-11
"849","LOC105375931","IT","Glutamatergic",2.34768929020851e-15,4.09416815968216,0.56,0.27,1.18044165200974e-10
"850","PTER","IT","Glutamatergic",5.11755253117507e-15,2.52753985545043,0.64,0.253,2.57315658820014e-10
"851","LOC105376501","IT","Glutamatergic",1.19706262178853e-14,2.90976940640739,0.52,0.09,6.01895056861489e-10
"852","CBLN2","IT","Glutamatergic",2.54125131192697e-14,2.70165977927192,0.74,0.355,1.27776657215e-09
"853","LOC105374971","IT","Glutamatergic",1.51440859831084e-13,4.42207030738649,0.44,0.332,7.61459787316674e-09
"854","TTC6","IT","Glutamatergic",3.30050518512307e-13,3.18182282677475,0.7,0.435,1.65952701213173e-08
"855","LOC105373891","IT","Glutamatergic",3.72120207859218e-13,2.58155660246726,0.54,0.103,1.87105761713693e-08
"856","LOC105373895","IT","Glutamatergic",8.34022789913364e-13,2.5743194184505,0.6,0.237,4.19354998996339e-08
"857","LOC105374823","IT","Glutamatergic",1.5137336780796e-12,3.2155130186868,0.36,0.117,7.61120430675202e-08
"858","LOC105371006","IT","Glutamatergic",2.92317568971828e-12,2.93548300654346,0.46,0.149,1.46980196854725e-07
"859","SLC22A24","IT","Glutamatergic",3.90377407810332e-12,2.70332858276551,0.74,0.365,1.96285664421113e-07
"860","CCDC144NL","IT","Glutamatergic",8.30293509388573e-12,2.73084906431551,0.56,0.168,4.17479879455668e-07
"861","LOC105375097","IT","Glutamatergic",1.55236996021987e-11,3.20883681144569,0.42,0.062,7.80547139698152e-07
"862","ADAMTS16","IT","Glutamatergic",2.19781007996097e-11,2.50336934678007,0.6,0.241,1.10508088630518e-06
"863","LOC105374528","IT","Glutamatergic",4.54845584339981e-11,3.04798451244357,0.48,0.123,2.28700908261986e-06
"864","LOC286114","IT","Glutamatergic",7.70665609386921e-11,2.71302343836395,0.44,0.076,3.87498375055838e-06
"865","LOC105378029","IT","Glutamatergic",8.67343366427316e-11,2.5255279703033,0.48,0.109,4.36108918073319e-06
"866","TRIM54","IT","Glutamatergic",2.16312404884031e-10,2.58562721627285,0.4,0.141,1.0876404029974e-05
"867","ITPKA","IT","Glutamatergic",7.1065721126708e-10,2.9166502245843,0.54,0.166,3.57325552397201e-05
"868","LOC105370706","IT","Glutamatergic",4.97282137083893e-09,2.65837535730482,0.36,0.078,0.000250038431347152
"869","LOC105378837","IT","Glutamatergic",1.29652819685542e-08,2.6498663816932,0.46,0.153,0.000651907342660875
"870","LINC00508","IT","Glutamatergic",5.96739980140619e-08,2.82380495201844,0.38,0.177,0.00300046829414505
"871","CAMK1G","IT","Glutamatergic",1.84590427452861e-06,2.9938413521537,0.48,0.174,0.092813912827573
"872","CUX2","L4 IT","Glutamatergic",7.68771255858361e-49,3.8256916538232,1,0.503,3.86545875158142e-44
"873","RORB","L4 IT","Glutamatergic",1.99558470332986e-43,3.69565333465882,0.98,0.28,1.00339994468128e-38
"874","LOC105375815","L4 IT","Glutamatergic",2.22802298201419e-32,5.17186059143132,0.44,0.225,1.12027223558656e-27
"875","SLC30A3","L4 IT","Glutamatergic",3.0987989703582e-32,4.08679306255428,0.78,0.116,1.55810711028581e-27
"876","SLC17A6","L4 IT","Glutamatergic",4.02237878524184e-28,4.57224685450952,0.66,0.062,2.02249227700745e-23
"877","POU6F2","L4 IT","Glutamatergic",4.13350902589663e-28,3.16254173504414,0.98,0.524,2.07836967331108e-23
"878","CPNE9","L4 IT","Glutamatergic",2.4596962300197e-27,3.21376415639311,0.96,0.35,1.2367598614162e-22
"879","NTNG1","L4 IT","Glutamatergic",4.04376631836526e-27,2.63242755677528,1,0.466,2.03324614253723e-22
"880","LOC101927885","L4 IT","Glutamatergic",6.43095651182745e-27,3.1187698576586,0.94,0.432,3.23354924371196e-22
"881","VAV3","L4 IT","Glutamatergic",7.39637825052952e-27,2.92339834922552,0.96,0.428,3.71897294814875e-22
"882","LOC105377864","L4 IT","Glutamatergic",2.59411832852602e-26,4.24353423844128,0.74,0.146,1.30434863676617e-21
"883","SCN1B","L4 IT","Glutamatergic",1.4750867232213e-25,2.6602101335511,0.96,0.288,7.41688355302899e-21
"884","TRPC3","L4 IT","Glutamatergic",1.56172821056099e-25,2.56988327957146,0.88,0.24,7.8525256155217e-21
"885","HTR2A","L4 IT","Glutamatergic",2.44772307825924e-25,2.9946629996449,0.94,0.304,1.23073964097953e-20
"886","RORB-AS1","L4 IT","Glutamatergic",5.29259632928569e-25,3.60825671471975,0.62,0.051,2.66117036032814e-20
"887","IGFBP2","L4 IT","Glutamatergic",2.30402522614704e-23,3.19823501830567,0.7,0.127,1.15848692395899e-18
"888","FAM19A2","L4 IT","Glutamatergic",3.66676147275376e-23,2.67060249840529,1,0.738,1.84368433611532e-18
"889","BHLHE22","L4 IT","Glutamatergic",4.84148910395524e-22,4.38378656194961,0.5,0.025,2.43434913635973e-17
"890","LOC643711","L4 IT","Glutamatergic",1.33638707368921e-20,3.51576898601868,0.52,0.183,6.7194878452167e-16
"891","DNAJC5G","L4 IT","Glutamatergic",4.1279022886419e-20,3.10854198601883,0.5,0.066,2.07555054975204e-15
"892","PRDM8","L4 IT","Glutamatergic",2.46098196583374e-18,3.17505657492269,0.66,0.13,1.23740634224087e-13
"893","ACVR1C","L4 IT","Glutamatergic",3.90959793462573e-18,2.52128920385459,0.74,0.302,1.96578493750917e-13
"894","TRIM54","L4 IT","Glutamatergic",6.8621784707197e-18,3.51964312246221,0.52,0.134,3.45037195686257e-13
"895","LOC105377785","L4 IT","Glutamatergic",7.5347291667831e-18,3.36562602943423,0.68,0.242,3.78853717235021e-13
"896","CDR1","L4 IT","Glutamatergic",7.98587062765892e-18,2.88847248606631,0.82,0.37,4.01537561029318e-13
"897","VIPR2","L4 IT","Glutamatergic",7.66950039077416e-17,3.41984128627641,0.6,0.172,3.85630149148515e-12
"898","C11orf87","L4 IT","Glutamatergic",1.4828420725143e-16,2.53015968629566,0.9,0.382,7.45587822480915e-12
"899","LOC105375817","L4 IT","Glutamatergic",2.71707144897138e-16,3.54222482434387,0.36,0.253,1.3661706952573e-11
"900","ANTXR2","L4 IT","Glutamatergic",1.03573985329686e-15,2.75877753548726,0.58,0.171,5.20780355636195e-11
"901","MET","L4 IT","Glutamatergic",3.46978512763774e-15,2.86463575221127,0.66,0.219,1.74464266002753e-10
"902","GPR26","L4 IT","Glutamatergic",5.39141577906631e-14,3.51726433425713,0.46,0.059,2.71085776787233e-09
"903","PCSK1","L4 IT","Glutamatergic",6.70602061961409e-14,2.59374512850492,0.72,0.219,3.37185422774816e-09
"904","LOC105377788","L4 IT","Glutamatergic",4.30262950642486e-13,2.80625602207553,0.52,0.157,2.16340514212548e-08
"905","KCNS1","L4 IT","Glutamatergic",1.14870208458148e-12,3.55822190371203,0.4,0.045,5.77578895148416e-08
"906","CACNG5","L4 IT","Glutamatergic",2.81932786919332e-12,3.47967577917293,0.46,0.108,1.41758624590909e-07
"907","LOC105369638","L4 IT","Glutamatergic",6.73480964455154e-12,3.19028892413327,0.38,0.04,3.38632963737696e-07
"908","ADCYAP1","L4 IT","Glutamatergic",1.55390146332777e-11,2.97735619064293,0.4,0.052,7.81317194775839e-07
"909","CXCL13","L4 IT","Glutamatergic",8.23380204216876e-11,2.79653919168635,0.42,0.387,4.14003800482287e-06
"910","LOC105377703","L4 IT","Glutamatergic",2.52104624335051e-10,3.18736303533186,0.58,0.317,1.26760726161907e-05
"911","LINC00470","L4 IT","Glutamatergic",5.0676941792119e-10,3.40771301008462,0.46,0.191,2.54808731024954e-05
"912","RET","L4 IT","Glutamatergic",1.09519694521024e-09,3.11148900391019,0.44,0.119,5.50675976021159e-05
"913","LOC105372024","L4 IT","Glutamatergic",1.5591289017729e-09,2.61729615781745,0.46,0.115,7.83945603100431e-05
"914","PPL","L4 IT","Glutamatergic",2.07419554313497e-09,2.60959731014713,0.4,0.11,0.000104292626104369
"915","LINC01202","L4 IT","Glutamatergic",2.40405529232578e-09,2.8294507855713,0.4,0.203,0.000120878304153432
"916","LOC105370610","L4 IT","Glutamatergic",3.74272945971257e-09,2.8940331332042,0.52,0.357,0.000188188179963808
"917","LINC01435","L4 IT","Glutamatergic",7.47188296974876e-09,2.84460518678717,0.6,0.294,0.000375693747601938
"918","PTTG1","L4 IT","Glutamatergic",7.59226135325205e-09,2.73644241015488,0.38,0.072,0.000381746493102867
"919","CHODL","L4 IT","Glutamatergic",1.29732563503521e-08,3.23771961158988,0.56,0.391,0.000652308302552054
"920","ANKRD34C","L4 IT","Glutamatergic",1.7576394491798e-08,3.63076999012531,0.36,0.114,0.000883758691442097
"921","LOC105374492","L4 IT","Glutamatergic",2.00121029348661e-08,2.5965940133211,0.5,0.172,0.001006228547668
"922","LOC105378114","L4 IT","Glutamatergic",2.76998815664783e-08,2.5745167590481,0.5,0.153,0.00139277774504409
"923","LOC102723392","L4 IT","Glutamatergic",9.55032533767322e-08,2.5135693255245,0.4,0.107,0.00480199908303547
"924","BMP8A","L4 IT","Glutamatergic",4.70190628632538e-07,2.73648812328438,0.5,0.18,0.0236416549982726
"925","LOC105375974","L4 IT","Glutamatergic",4.84164950973984e-05,3.0827719191128,0.42,0.234,1
"926","LOC105378657","L5 ET","Glutamatergic",7.66145520342104e-70,4.97915520223598,0.98,0.191,3.85225629083213e-65
"927","CHST8","L5 ET","Glutamatergic",2.08006406384307e-53,3.60976430128908,0.94,0.337,1.04587701194093e-48
"928","PQLC2L","L5 ET","Glutamatergic",3.26722417379514e-51,4.93872754746297,0.84,0.094,1.64279298682593e-46
"929","POU3F1","L5 ET","Glutamatergic",8.33801455351686e-49,3.31072189286236,0.76,0.008,4.19243709765381e-44
"930","C20orf166-AS1","L5 ET","Glutamatergic",3.56648155201469e-41,3.56580613157373,0.74,0.019,1.79326258916851e-36
"931","COL24A1","L5 ET","Glutamatergic",4.93660798748291e-41,3.40387970026127,0.98,0.651,2.48217586218628e-36
"932","LOC105369588","L5 ET","Glutamatergic",6.97028239848164e-41,4.47784405834471,0.74,0.021,3.50472769278055e-36
"933","LOC105376457","L5 ET","Glutamatergic",1.02188258061823e-40,4.11656692194614,0.76,0.106,5.13812780360654e-36
"934","LOC105378653","L5 ET","Glutamatergic",1.46386171559538e-39,2.58635870259245,0.9,0.163,7.36044309218512e-35
"935","LOC105374395","L5 ET","Glutamatergic",2.34548148921866e-38,5.94199577090017,0.56,0.001,1.17933154759403e-33
"936","COL5A2","L5 ET","Glutamatergic",3.03506472306025e-38,4.14955885210702,0.9,0.253,1.52606089340193e-33
"937","SLC5A8","L5 ET","Glutamatergic",4.39942047832517e-38,3.02446460442811,0.96,0.165,2.21207261070668e-33
"938","C4orf22","L5 ET","Glutamatergic",7.4013383904373e-38,3.02908862487371,0.94,0.541,3.72146695609578e-33
"939","LINC00861","L5 ET","Glutamatergic",3.21438434080621e-37,3.84207030308048,0.64,0.027,1.61622459040077e-32
"940","FAM19A1","L5 ET","Glutamatergic",2.17930125448422e-36,3.32478615261191,1,0.603,1.09577446376721e-31
